GRAPH;TIME(s);LOWER BOUND;UPPER BOUND;GAP;TERMINATION CONDITION;CAPACITY;LENGTH;PROBABILITY;MINCAPACITY
data_Graph50_0_17;60.210089683532715;3.0;3.0;0.0;optimal;92;100;50;0
data_Graph40_2_79;177.507479429245;3.0;3.0;0.0;optimal;89;100;40;2
data_Graph40_2_41;40.74091815948486;3.0;3.0;0.0;optimal;89;100;40;2
data_Graph60_1_43;72.08868169784546;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph60_0_43;84.94112491607666;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph80_2_41;595.8387444019318;None;None;0;infeasible;93;100;80;2
data_Graph60_0_79;81.78035187721252;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph90_0_17;656.8665306568146;3.0;3.0;0.0;optimal;96;100;90;0
data_Graph90_1_43;10596.77516913414;3.0;3.0;0.0;optimal;96;100;90;1
data_Graph80_0_43;553.0287797451019;3.0;3.0;0.0;optimal;95;100;80;0
data_Graph80_2_43;477.2904906272888;None;None;0;infeasible;93;100;80;2
data_Graph60_0_43;83.81716084480286;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph50_1_7;127389.55895066261;5.0;5.0;0.0;optimal;91;100;50;1
data_Graph40_1_7;42.20219707489014;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph40_1_17;48.33706021308899;3.0;3.0;0.0;optimal;91;100;40;1
data_Graph40_0_17;46.16502237319946;3.0;3.0;0.0;optimal;92;100;40;0
data_Graph70_2_43;12144.880179643631;None;None;0;infeasible;93;100;70;2
data_Graph50_1_79;62.368911266326904;3.0;3.0;0.0;optimal;92;100;50;1
data_Graph50_0_79;68.27582836151123;3.0;3.0;0.0;optimal;93;100;50;0
data_Graph40_0_7;74.93101501464844;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph90_2_17;351.2466051578522;None;None;0;infeasible;94;100;90;2
data_Graph60_2_17;1213.4693806171417;5.0;5.0;0.0;optimal;92;100;60;2
data_Graph90_2_79;382.63640451431274;None;None;0;infeasible;94;100;90;2
data_Graph70_0_41;127.84503173828125;3.0;3.0;0.0;optimal;95;100;70;0
data_Graph90_1_17;389.82160472869873;None;None;0;infeasible;95;100;90;1
data_Graph80_2_79;23740.99835705757;None;None;0;infeasible;94;100;80;2
data_Graph50_1_17;1081.2591648101807;3.0;3.0;0.0;optimal;91;100;50;1
data_Graph50_2_79;3050.7478215694427;3.0;3.0;0.0;optimal;91;100;50;2
data_Graph50_2_7;337.6231687068939;None;None;0;infeasible;90;100;50;2
data_Graph80_2_17;667.368138551712;None;None;0;infeasible;94;100;80;2
data_Graph90_1_17;9447.163902282715;None;None;0;infeasible;95;100;90;1
data_Graph60_1_79;99.44535899162292;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph80_2_17;679.2707712650299;None;None;0;infeasible;94;100;80;2
data_Graph70_2_79;456.10280179977417;None;None;0;infeasible;93;100;70;2
data_Graph90_0_41;248.34769988059998;3.0;3.0;0.0;optimal;97;100;90;0
data_Graph80_1_79;638.6986553668976;3.0;3.0;0.0;optimal;95;100;80;1
data_Graph40_1_79;173.30252242088318;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph90_2_79;354.8673586845398;None;None;0;infeasible;94;100;90;2
data_Graph60_1_41;102.40529918670654;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph40_1_7;166.74419283866882;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph40_0_7;71.71162724494934;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph60_0_41;58.767679929733276;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph50_2_43;2983.907348394394;3.0;3.0;0.0;optimal;91;100;50;2
data_Graph60_1_43;73.16106939315796;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph50_0_17;57.61206555366516;3.0;3.0;0.0;optimal;92;100;50;0
data_Graph90_0_7;307.4104235172272;3.0;3.0;0.0;optimal;97;100;90;0
data_Graph80_0_17;393.21587586402893;3.0;3.0;0.0;optimal;96;100;80;0
data_Graph90_2_43;404.9611909389496;None;None;0;infeasible;95;100;90;2
data_Graph80_1_17;555.6193363666534;3.0;3.0;0.0;optimal;95;100;80;1
data_Graph90_0_7;252.5355806350708;3.0;3.0;0.0;optimal;97;100;90;0
data_Graph90_1_7;20579.710562229156;3.0;3.0;0.0;optimal;96;100;90;1
data_Graph90_0_79;21341.575978517532;3.0;3.0;0.0;optimal;96;100;90;0
data_Graph90_1_79;386.0574827194214;None;None;0;infeasible;95;100;90;1
data_Graph70_1_41;129.38575077056885;3.0;3.0;0.0;optimal;94;100;70;1
data_Graph40_0_79;52.95976662635803;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph70_2_43;482.4902431964874;None;None;0;infeasible;93;100;70;2
data_Graph40_1_43;49.78762197494507;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph60_2_41;2610.2939829826355;3.0;3.0;0.0;optimal;92;100;60;2
data_Graph40_0_79;52.34848952293396;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph70_1_7;185.6225507259369;3.0;3.0;0.0;optimal;94;100;70;1
data_Graph90_1_41;1144.5820045471191;3.0;3.0;0.0;optimal;96;100;90;1
data_Graph70_0_17;111.35972428321838;3.0;3.0;0.0;optimal;94;100;70;0
data_Graph60_2_41;19486.32933139801;3.0;3.0;0.0;optimal;92;100;60;2
data_Graph80_0_79;366.60910630226135;3.0;3.0;0.0;optimal;96;100;80;0
data_Graph50_1_41;169.08098459243774;3.0;3.0;0.0;optimal;92;100;50;1
data_Graph70_0_7;168.58419799804688;3.0;3.0;0.0;optimal;95;100;70;0
data_Graph50_2_41;12839.72591495514;5.0;5.0;0.0;optimal;91;100;50;2
data_Graph40_2_41;50.8346803188324;3.0;3.0;0.0;optimal;89;100;40;2
data_Graph90_2_43;350.1912052631378;None;None;0;infeasible;95;100;90;2
data_Graph50_0_17;64.31805944442749;3.0;3.0;0.0;optimal;92;100;50;0
data_Graph70_1_41;132.57386350631714;3.0;3.0;0.0;optimal;94;100;70;1
data_Graph80_1_43;900.4793200492859;None;None;0;infeasible;94;100;80;1
data_Graph80_1_43;1347.6839559078217;None;None;0;infeasible;94;100;80;1
data_Graph80_0_43;409.0232779979706;3.0;3.0;0.0;optimal;95;100;80;0
data_Graph80_2_7;543.4404649734497;None;None;0;infeasible;93;100;80;2
data_Graph40_0_43;48.446022510528564;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph70_1_7;172.9458773136139;3.0;3.0;0.0;optimal;94;100;70;1
data_Graph40_2_7;40282.382668972015;5.0;5.0;0.0;optimal;89;100;40;2
data_Graph90_2_43;356.85533928871155;None;None;0;infeasible;95;100;90;2
data_Graph40_0_41;49.446370124816895;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph40_1_41;51.83833050727844;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph40_0_43;56.712437868118286;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph90_2_41;412.8483271598816;None;None;0;infeasible;95;100;90;2
data_Graph70_2_41;723.7108261585236;5.0;5.0;0.0;optimal;93;100;70;2
data_Graph60_1_79;73.33216428756714;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph90_1_17;362.6115777492523;None;None;0;infeasible;95;100;90;1
data_Graph70_2_17;411.3889653682709;None;None;0;infeasible;92;100;70;2
data_Graph40_0_43;51.07296562194824;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph60_1_41;112.35165572166443;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph50_0_79;63.74995732307434;3.0;3.0;0.0;optimal;93;100;50;0
data_Graph50_2_7;421.4087817668915;None;None;0;infeasible;90;100;50;2
data_Graph40_1_43;53.26208233833313;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph50_0_7;65.22963190078735;3.0;3.0;0.0;optimal;92;100;50;0
data_Graph60_2_79;339.7276449203491;None;None;0;infeasible;92;100;60;2
data_Graph50_2_79;3946.403202533722;3.0;3.0;0.0;optimal;91;100;50;2
data_Graph50_1_7;15514.838669538498;5.0;5.0;0.0;optimal;91;100;50;1
data_Graph40_1_79;53.79131865501404;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph70_2_79;705.7873582839966;None;None;0;infeasible;93;100;70;2
data_Graph90_0_41;279.21888422966003;3.0;3.0;0.0;optimal;97;100;90;0
data_Graph80_2_17;1168.8313887119293;None;None;0;infeasible;94;100;80;2
data_Graph80_1_79;3974.286272287369;3.0;3.0;0.0;optimal;95;100;80;1
data_Graph70_1_17;623.3545932769775;None;None;0;infeasible;93;100;70;1
data_Graph40_0_17;47.05785822868347;3.0;3.0;0.0;optimal;92;100;40;0
data_Graph40_2_17;46.412444829940796;3.0;3.0;0.0;optimal;90;100;40;2
data_Graph50_0_41;51.90183138847351;3.0;3.0;0.0;optimal;93;100;50;0
data_Graph60_0_17;93.39696764945984;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph60_1_43;66.05168676376343;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph60_1_17;132.24418210983276;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph80_2_79;8644.85822057724;None;None;0;infeasible;94;100;80;2
data_Graph70_0_79;123.74321103096008;3.0;3.0;0.0;optimal;95;100;70;0
data_Graph40_2_7;76474.36400270462;5.0;5.0;0.0;optimal;89;100;40;2
data_Graph70_1_79;60370.54769897461;5.0;5.0;0.0;optimal;94;100;70;1
data_Graph50_2_43;63.04798650741577;3.0;3.0;0.0;optimal;91;100;50;2
data_Graph40_1_7;54.39035964012146;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph50_2_43;497.2240002155304;3.0;3.0;0.0;optimal;91;100;50;2
data_Graph40_0_7;64.8900237083435;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph90_1_79;352.35509729385376;None;None;0;infeasible;95;100;90;1
data_Graph80_1_41;3028.6774344444275;None;None;0;infeasible;94;100;80;1
data_Graph80_0_41;545.7848522663116;3.0;3.0;0.0;optimal;95;100;80;0
data_Graph80_1_43;3290.658891439438;None;None;0;infeasible;94;100;80;1
data_Graph90_2_17;362.63466691970825;None;None;0;infeasible;94;100;90;2
data_Graph80_1_17;4449.618625879288;3.0;3.0;0.0;optimal;95;100;80;1
data_Graph40_1_43;53.13609743118286;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph50_2_7;7979.206609010696;None;None;0;infeasible;90;100;50;2
data_Graph70_2_43;520.9917724132538;None;None;0;infeasible;93;100;70;2
data_Graph50_2_7;380.57311367988586;None;None;0;infeasible;90;100;50;2
data_Graph50_1_41;52.955716609954834;3.0;3.0;0.0;optimal;92;100;50;1
data_Graph60_0_79;80.02625942230225;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph90_2_41;740.6197447776794;None;None;0;infeasible;95;100;90;2
data_Graph50_0_43;66.73208713531494;3.0;3.0;0.0;optimal;93;100;50;0
data_Graph60_1_7;165.97369527816772;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph70_2_17;508.738520860672;None;None;0;infeasible;92;100;70;2
data_Graph40_2_41;1328.666848897934;3.0;3.0;0.0;optimal;89;100;40;2
data_Graph60_2_79;355.1594421863556;None;None;0;infeasible;92;100;60;2
data_Graph40_0_43;51.28346824645996;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph40_1_43;49.43495988845825;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph90_0_43;252.77385425567627;3.0;3.0;0.0;optimal;97;100;90;0
data_Graph70_0_17;140.68505835533142;3.0;3.0;0.0;optimal;94;100;70;0
data_Graph40_1_41;44.24086022377014;3.0;3.0;0.0;optimal;90;100;40;1
data_Graph60_0_17;70.10161972045898;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph60_1_17;104.8336067199707;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph50_2_43;440.97619676589966;3.0;3.0;0.0;optimal;91;100;50;2
data_Graph60_0_17;102.3365752696991;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph90_0_41;256.25136828422546;3.0;3.0;0.0;optimal;97;100;90;0
data_Graph90_0_79;263.2031738758087;3.0;3.0;0.0;optimal;96;100;90;0
data_Graph70_0_79;144.38406443595886;3.0;3.0;0.0;optimal;95;100;70;0
data_Graph70_2_41;9264.50059056282;5.0;5.0;0.0;optimal;93;100;70;2
data_Graph70_1_79;57601.52488160133;5.0;5.0;0.0;optimal;94;100;70;1
data_Graph80_1_41;579.3774321079254;None;None;0;infeasible;94;100;80;1
data_Graph80_0_41;42329.75197291374;3.0;3.0;0.0;optimal;95;100;80;0
data_Graph80_1_41;783.3710453510284;None;None;0;infeasible;94;100;80;1
data_Graph50_0_79;60.08197259902954;3.0;3.0;0.0;optimal;93;100;50;0
data_Graph50_2_7;383.1632812023163;None;None;0;infeasible;90;100;50;2
data_Graph60_1_41;103.50284767150879;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph40_0_17;42.28189778327942;3.0;3.0;0.0;optimal;92;100;40;0
data_Graph70_1_7;178.02444410324097;3.0;3.0;0.0;optimal;94;100;70;1
data_Graph40_2_43;140.34300827980042;3.0;3.0;0.0;optimal;89;100;40;2
data_Graph70_1_43;168.94474005699158;3.0;3.0;0.0;optimal;94;100;70;1
data_Graph70_0_7;168.4935324192047;3.0;3.0;0.0;optimal;95;100;70;0
data_Graph60_2_43;19201.05374097824;None;None;0;infeasible;92;100;60;2
data_Graph50_2_41;15445.515992164612;5.0;5.0;0.0;optimal;91;100;50;2
data_Graph70_2_7;760.8759043216705;None;None;0;infeasible;93;100;70;2
data_Graph50_1_43;60.713727712631226;3.0;3.0;0.0;optimal;92;100;50;1
data_Graph90_1_7;1153.0240061283112;3.0;3.0;0.0;optimal;96;100;90;1
data_Graph90_0_7;253.2302668094635;3.0;3.0;0.0;optimal;97;100;90;0
data_Graph90_1_43;355.1521227359772;3.0;3.0;0.0;optimal;96;100;90;1
data_Graph80_1_43;584.4210143089294;None;None;0;infeasible;94;100;80;1
data_Graph90_2_7;391.5147523880005;None;None;0;infeasible;95;100;90;2
data_Graph80_0_43;520.6099915504456;3.0;3.0;0.0;optimal;95;100;80;0
data_Graph80_2_7;604.2210011482239;None;None;0;infeasible;93;100;80;2
data_Graph40_2_79;53.41096496582031;3.0;3.0;0.0;optimal;89;100;40;2
data_Graph70_1_79;2481.2631289958954;5.0;5.0;0.0;optimal;94;100;70;1
data_Graph80_1_17;276.5782265663147;3.0;3.0;0.0;optimal;95;100;80;1
data_Graph70_0_43;164.60457706451416;3.0;3.0;0.0;optimal;95;100;70;0
data_Graph50_2_17;300.23186469078064;None;None;0;infeasible;90;100;50;2
data_Graph40_0_41;45.97364354133606;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph80_0_7;422.6576027870178;3.0;3.0;0.0;optimal;95;100;80;0
data_Graph90_1_79;8253.25236415863;None;None;0;infeasible;95;100;90;1
data_Graph80_1_7;642.9166383743286;None;None;0;infeasible;94;100;80;1
data_Graph90_2_43;371.49796628952026;None;None;0;infeasible;95;100;90;2
data_Graph80_2_7;537.856085062027;None;None;0;infeasible;93;100;80;2
data_Graph60_1_17;302.01990151405334;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph40_0_41;54.286829233169556;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph80_0_41;373.79462599754333;3.0;3.0;0.0;optimal;95;100;80;0
data_Graph60_0_7;79.8337779045105;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph60_2_79;2173.4884810447693;None;None;0;infeasible;92;100;60;2
