GRAPH,TIME(s),LOWER BOUND,UPPER BOUND,GAP,TERMINATION CONDITION,CAPACITY,LENGTH
data_Graph40_1_16,125.05586433410645,3.0,3.0,0.0,optimal,90,100
data_Graph40_1_1,56.17874836921692,3.0,3.0,0.0,optimal,90,100
data_Graph40_1_2,48.531267404556274,3.0,3.0,0.0,optimal,90,100
data_Graph40_1_4,46.11555218696594,3.0,3.0,0.0,optimal,90,100
data_Graph40_1_5,50.80295419692993,3.0,3.0,0.0,optimal,91,100
data_Graph40_1_3,135.66196370124817,3.0,3.0,0.0,optimal,90,100
data_Graph40_1_8,48.97096586227417,3.0,3.0,0.0,optimal,89,100
data_Graph40_1_9,51.95399212837219,3.0,3.0,0.0,optimal,91,100
data_Graph40_1_19,363.4382321834564,3.0,3.0,0.0,optimal,89,100
data_Graph40_1_7,185.01129817962646,3.0,3.0,0.0,optimal,90,100
data_Graph40_2_0,41.584739446640015,3.0,3.0,0.0,optimal,89,100
data_Graph40_2_10,45.81269145011902,3.0,3.0,0.0,optimal,89,100
data_Graph40_2_11,59.08756113052368,3.0,3.0,0.0,optimal,90,100
data_Graph40_2_14,308.4573874473572,3.0,3.0,0.0,optimal,90,100
data_Graph40_1_18,1311.101126909256,3.0,3.0,0.0,optimal,89,100
data_Graph40_2_17,58.9432475566864,3.0,3.0,0.0,optimal,90,100
data_Graph40_1_6,1823.3778059482574,3.0,3.0,0.0,optimal,89,100
data_Graph40_2_12,1606.5935814380646,3.0,3.0,0.0,optimal,89,100
data_Graph40_2_1,169.47445130348206,3.0,3.0,0.0,optimal,89,100
data_Graph40_2_16,2544.6599481105804,3.0,3.0,0.0,optimal,89,100
data_Graph40_2_2,1427.073680639267,3.0,3.0,0.0,optimal,89,100
data_Graph40_2_5,52.90513324737549,3.0,3.0,0.0,optimal,90,100
data_Graph40_2_19,3067.2059078216553,5.0,5.0,0.0,optimal,88,100
data_Graph30_2_7,7687.401351928711,3.0,3.0,0.0,optimal,86,100
data_Graph40_2_9,63.00042653083801,3.0,3.0,0.0,optimal,90,100
data_Graph40_2_8,372.9647696018219,None,None,0,infeasible,88,100
data_Graph50_0_0,55.77307438850403,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_10,62.78551506996155,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_11,73.41541838645935,3.0,3.0,0.0,optimal,93,100
data_Graph50_0_12,72.39876389503479,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_13,62.216979026794434,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_14,61.03129196166992,3.0,3.0,0.0,optimal,93,100
data_Graph50_0_15,73.20507860183716,3.0,3.0,0.0,optimal,93,100
data_Graph40_2_4,3547.3634436130524,3.0,3.0,0.0,optimal,89,100
data_Graph50_0_16,63.41737604141235,3.0,3.0,0.0,optimal,93,100
data_Graph50_0_17,64.010493516922,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_18,53.912153005599976,3.0,3.0,0.0,optimal,93,100
data_Graph50_0_19,87.2814474105835,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_1,66.58660554885864,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_2,59.9169819355011,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_3,63.89298415184021,3.0,3.0,0.0,optimal,93,100
data_Graph50_0_4,65.58271646499634,3.0,3.0,0.0,optimal,93,100
data_Graph40_2_13,7074.017520904541,3.0,3.0,0.0,optimal,89,100
data_Graph50_0_5,67.91228294372559,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_6,58.349852085113525,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_7,72.68364763259888,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_9,58.687520265579224,3.0,3.0,0.0,optimal,93,100
data_Graph50_1_11,62.73135685920715,3.0,3.0,0.0,optimal,92,100
data_Graph50_1_10,333.28471302986145,3.0,3.0,0.0,optimal,91,100
data_Graph40_2_15,8248.183315515518,3.0,3.0,0.0,optimal,89,100
data_Graph50_1_14,55.81232500076294,3.0,3.0,0.0,optimal,92,100
data_Graph50_1_15,66.70899987220764,3.0,3.0,0.0,optimal,92,100
data_Graph50_1_16,74.22602653503418,3.0,3.0,0.0,optimal,92,100
data_Graph50_0_8,1984.1519815921783,3.0,3.0,0.0,optimal,91,100
data_Graph50_1_18,60.54839611053467,3.0,3.0,0.0,optimal,92,100
data_Graph40_2_6,6260.989769220352,5.0,5.0,0.0,optimal,88,100
data_Graph50_1_12,2276.1942324638367,3.000000000000003,3.0,-3.1086244689504383e-15,optimal,91,100
data_Graph30_1_1,13660.913930654526,5.0,5.0,0.0,optimal,85,100
data_Graph50_1_13,2385.281735897064,3.0,3.0,0.0,optimal,91,100
data_Graph50_1_1,250.78536081314087,3.0,3.0,0.0,optimal,91,100
data_Graph50_1_3,55.55266332626343,3.0,3.0,0.0,optimal,92,100
data_Graph50_1_4,71.19685435295105,3.0,3.0,0.0,optimal,92,100
data_Graph50_1_19,906.4525816440582,3.0,3.0,0.0,optimal,91,100
data_Graph50_1_17,1798.8947331905365,3.0,3.0,0.0,optimal,91,100
data_Graph50_1_9,55.46998834609985,3.0,3.0,0.0,optimal,92,100
data_Graph50_1_0,3673.531813144684,3.0,3.0,0.0,optimal,91,100
data_Graph50_1_6,989.2275671958923,3.0,3.0,0.0,optimal,91,100
data_Graph50_2_11,61.86073875427246,3.0,3.0,0.0,optimal,91,100
data_Graph50_2_12,1010.697991847992,None,None,0,infeasible,90,100
data_Graph50_2_13,941.5548224449158,5.0,5.0,0.0,optimal,90,100
data_Graph50_1_7,3916.097089290619,5.0,5.0,0.0,optimal,91,100
data_Graph50_2_15,1766.5408506393433,3.0,3.0,0.0,optimal,91,100
data_Graph40_2_7,12087.00044465065,5.0,5.0,0.0,optimal,89,100
data_Graph50_2_10,5977.354197025299,None,None,0,infeasible,90,100
data_Graph50_1_5,7142.6726179122925,3.0,3.0,0.0,optimal,91,100
data_Graph50_2_17,608.9126405715942,None,None,0,infeasible,90,100
data_Graph50_2_16,1311.9056146144867,3.0,3.0,0.0,optimal,91,100
data_Graph50_2_18,630.5159697532654,3.0,3.0,0.0,optimal,91,100
data_Graph50_2_1,286.12123703956604,None,None,0,infeasible,90,100
data_Graph50_2_4,196.2089033126831,3.0,3.0,0.0,optimal,91,100
data_Graph50_2_5,334.51125955581665,None,None,0,infeasible,90,100
data_Graph50_2_2,982.6900913715363,None,None,0,infeasible,90,100
data_Graph50_2_7,315.0983533859253,None,None,0,infeasible,90,100
data_Graph50_2_6,4332.29690861702,None,None,0,infeasible,90,100
data_Graph50_2_3,5203.433537721634,3.0,3.0,0.0,optimal,91,100
data_Graph50_2_19,6502.689742088318,5.0,5.0,0.0,optimal,90,100
data_Graph50_2_14,11090.073669195175,3.0,3.0,0.0,optimal,91,100
data_Graph40_2_18,25648.694424152374,5.0,5.0,0.0,optimal,88,100
data_Graph50_2_9,5008.597585916519,3.0,3.0,0.0,optimal,91,100
data_Graph50_2_8,9461.614184617996,None,None,0,infeasible,89,100
data_Graph50_1_8,20177.684109449387,5.0,5.0,0.0,optimal,90,100


data_Graph60_0_19,57.719680070877075,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_10,65.87873697280884,3.0,3.0,0.0,optimal,95,100
data_Graph60_0_17,70.05756402015686,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_2,62.41306209564209,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_3,71.1251368522644,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_1,78.33368492126465,3.0,3.0,0.0,optimal,93,100
data_Graph60_0_14,80.45580768585205,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_11,83.79572582244873,3.0,3.0,0.0,optimal,93,100
data_Graph60_0_13,87.75882911682129,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_18,82.41638827323914,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_12,100.63593983650208,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_16,98.92770719528198,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_0,101.58692002296448,3.0,3.0,0.0,optimal,93,100
data_Graph60_0_4,105.78100609779358,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_15,199.56336379051208,3.0,3.0,0.0,optimal,93,100
data_Graph60_0_6,69.85170221328735,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_7,76.69322943687439,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_5,95.8566107749939,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_9,82.16630816459656,3.0,3.0,0.0,optimal,94,100
data_Graph60_1_10,77.70069527626038,3.0,3.0,0.0,optimal,94,100
data_Graph60_0_8,93.462482213974,3.0,3.0,0.0,optimal,94,100
data_Graph60_1_14,80.03477549552917,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_12,110.61076283454895,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_16,126.2478666305542,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_17,134.6523973941803,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_18,80.12908267974854,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_19,65.41054940223694,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_4,69.15194654464722,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_3,73.51526498794556,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_2,96.42129158973694,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_6,72.25107932090759,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_5,100.52255773544312,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_9,85.06895852088928,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_8,102.6894690990448,3.0,3.0,0.0,optimal,93,100
data_Graph60_2_10,70.25057291984558,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_7,282.5451500415802,3.0,3.0,0.0,optimal,93,100
data_Graph60_1_13,539.3549818992615,3.0,3.0,0.0,optimal,93,100
data_Graph60_2_14,352.4143805503845,None,None,0,infeasible,92,100
data_Graph60_2_15,424.344477891922,None,None,0,infeasible,91,100
data_Graph60_2_19,342.5057957172394,None,None,0,infeasible,92,100
data_Graph60_2_1,314.86604499816895,None,None,0,infeasible,91,100
data_Graph60_1_0,1059.6473217010498,5.0,5.0,0.0,optimal,92,100
data_Graph60_2_11,745.4026684761047,None,None,0,infeasible,91,100
data_Graph60_2_3,323.605183839798,None,None,0,infeasible,92,100
data_Graph60_2_13,1141.9037630558014,None,None,0,infeasible,92,100
data_Graph60_2_8,329.0630371570587,None,None,0,infeasible,92,100
data_Graph80_0_0,191.72909092903137,3.0,3.0,0.0,optimal,96,100
data_Graph60_2_0,1972.5812170505524,None,None,0,infeasible,91,100
data_Graph80_0_10,275.9911096096039,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_11,200.39367008209229,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_12,217.309814453125,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_13,221.5928249359131,3.0,3.0,0.0,optimal,96,100
data_Graph60_2_9,1530.0877261161804,None,None,0,infeasible,92,100
data_Graph80_0_15,181.3149871826172,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_14,562.2831542491913,3.0,3.0,0.0,optimal,95,100
data_Graph80_0_16,298.5536308288574,3.0,3.0,0.0,optimal,95,100
data_Graph60_2_4,2539.53586101532,3.0,3.0,0.0,optimal,92,100
data_Graph80_0_17,231.35565280914307,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_2,181.99550437927246,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_18,380.03174090385437,3.0,3.0,0.0,optimal,95,100
data_Graph80_0_1,443.26513385772705,3.0,3.0,0.0,optimal,95,100
data_Graph80_0_19,455.2451322078705,3.0,3.0,0.0,optimal,96,100
data_Graph60_2_6,3132.77357339859,5.0,5.0,0.0,optimal,92,100
data_Graph60_2_17,3826.380669593811,5.0,5.0,0.0,optimal,92,100
data_Graph80_0_3,179.94061470031738,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_4,268.56231141090393,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_6,171.97273802757263,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_5,276.45688009262085,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_8,199.7809019088745,3.0,3.0,0.0,optimal,96,100
data_Graph80_0_9,297.9721648693085,3.0,3.0,0.0,optimal,96,100
data_Graph80_1_0,208.75785088539124,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_13,461.2370991706848,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_14,782.9158396720886,None,None,0,infeasible,94,100
data_Graph80_1_15,220.2369086742401,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_12,1232.3764159679413,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_17,458.64724946022034,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_16,662.4978821277618,None,None,0,infeasible,94,100
data_Graph80_1_18,564.7057957649231,None,None,0,infeasible,94,100
data_Graph80_1_2,203.233225107193,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_19,687.70605635643,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_1,641.6643440723419,None,None,0,infeasible,94,100
data_Graph80_1_3,250.417160987854,3.0,3.0,0.0,optimal,95,100
data_Graph80_0_7,3099.178435564041,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_6,176.06240892410278,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_4,593.6033182144165,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_7,695.3351430892944,None,None,0,infeasible,94,100
data_Graph60_2_5,7341.578569173813,None,None,0,infeasible,92,100
data_Graph80_1_8,2197.016462802887,3.0,3.0,0.0,optimal,95,100
data_Graph80_1_9,3072.406433582306,5.0,5.0,0.0,optimal,95,100
data_Graph60_1_11,14056.513570785522,None,None,0,infeasible,92,100
data_Graph60_2_18,19681.010790348053,5.0,5.0,0.0,optimal,92,100
data_Graph60_2_2,20321.7495303154,5.0,5.0,0.0,optimal,92,100
data_Graph60_2_7,24324.90708208084,5.0,5.0,0.0,optimal,92,100
data_Graph60_1_1,25879.534451961517,5.0,5.0,0.0,optimal,92,100
data_Graph80_1_5,25885.44603919983,None,None,0,infeasible,95,100
data_Graph80_1_11,31149.934365272522,5.0,5.0,0.0,optimal,95,100
data_Graph80_1_10,58810.812760829926,None,None,0,infeasible,95,100
